pk,location_id,location_n,place,location,latitude,longitude,exact_coordinates,geometry,srid
4ef6fb7d2ff14adf940473b1e9577bf9,302,2,,General San Martín highway,-33.35351,-70.69285,False,0101000020E6100000000000A057AC51C0000000E03FAD40C0,4326
fa1f427e7988c175f01ac0835ffdc19b,303,3,,military property in Peldehue,-33.17128,-70.63133,False,0101000020E6100000000000C067A851C000000080EC9540C0,4326
467267f6eb209ef35323eea7c19ec433,304,1,,El Belloto naval air base,-33.03215,-71.40769,True,0101000020E6100000000000A017DA51C0000000801D8440C0,4326
ca7d2f569909b9167f6d320b72df3fc2,304,2,,El Belloto naval air base,-33.03215,-71.40769,True,0101000020E6100000000000A017DA51C0000000801D8440C0,4326
1bece1cc728f2719a2ee51d855274a4e,305,4,,Silva Palma navy base,-33.02108,-71.63784,True,0101000020E610000000000060D2E851C0000000C0B28240C0,4326
1ee445d1622f3c3be95a26505ebcbdb7,305,2,,Silva Palma navy base,-33.02108,-71.63784,True,0101000020E610000000000060D2E851C0000000C0B28240C0,4326
113309f1b7b6adf4e61d9c58bf794961,306,1,,Quillota,-32.8803,-71.24972,False,0101000020E610000000000060FBCF51C0000000A0AD7040C0,4326
e60fe42d8a6f55b1ce738c2893d951aa,307,1,,Quintero,-32.77231,-71.5333,False,0101000020E6100000000000A021E251C000000000DB6240C0,4326
6546cc2b0dff5ae6838ef3301da29f21,308,1,,San Felipe,-32.75,-70.72081,False,0101000020E6100000000000C021AE51C000000000006040C0,4326
d40357028bbfe7758a2efb9b0ae08f90,309,1,,SADEMI Mining Supply Company,-32.75,-70.71333,False,0101000020E610000000000040A7AD51C000000000006040C0,4326
274e6dadaf6475808b5a0e1c9596d52d,310,1,,Salamanca,-31.78249,-70.96071,False,0101000020E6100000000000407CBD51C00000004051C83FC0,4326
e0dcd8da2e7281a6ffcab9aeea4c5e84,311,2,,Ovalle police station,-30.604446,-71.19749,True,0101000020E6100000000000A0A3CC51C000000000BD9A3EC0,4326
8b6dc9c1866a78907f86bf9950ce8dda,312,1,,Pablo Neruda shantytown in the Conchalí district,-30.6043,-71.19699,False,0101000020E6100000000000809BCC51C000000060B39A3EC0,4326
e3108338f20caa309c3ef4d013abcf7c,313,2,,Five kilometres away from Antofagasta on the Salar del Carmen Road,-23.650726,-70.27747,False,0101000020E610000000000020C29151C00000000096A637C0,4326
1e17f2599b6f134389965a0f0034c80d,314,1,,"Baquedano train station, Antofagasta",-23.644054,-70.39755,True,0101000020E610000000000080719951C0000000C0E0A437C0,4326
50cb60fe5859ef2910e0fa0dae6230f1,315,2,,Cerro Moreno base,-23.440966,-70.431984,True,0101000020E6100000000000A0A59B51C000000020E37037C0,4326
ea5f256b8d3f113dcf4a6ed5b4a6b200,316,2,,Investigative Police headquarters,-22.095478,-70.20374,True,0101000020E6100000000000200A8D51C000000040711836C0,4326
11c00b85f179a8c4891f132b6a1d9a21,317,1,,relative's house around the area of Remeco Alto,-22.0858,-70.19301,False,0101000020E6100000000000405A8C51C000000000F71536C0,4326
904c12234ffd5392d5d1eb29ea6ea3c1,318,1,,Tarapacá,-20.20288,-69.28775,False,0101000020E6100000000000806A5251C000000000F03334C0,4326
bdf46f6e3005cb3b836703925f1e0992,319,2,,Investigative Police headquarters,-18.478485,-70.31089,True,0101000020E6100000000000A0E59351C0000000007E7A32C0,4326
6c0d218f743509cb176e90c6e556c9b6,320,1,,Rancagua Regiment in the city of Arica,-18.472692,-70.31002,True,0101000020E610000000000060D79351C000000060027932C0,4326
d5ff2d2f625d9cab382c353b819a46bc,321,1,,Punta Arenas,-53.16383,-70.91707,False,0101000020E610000000000040B1BA51C000000060F8944AC0,4326
9ad0411a1ce26c9bb0957a3acbf38191,322,1,,Highway 5 north of Frutillar,-41.059372,-73.09505,False,0101000020E610000000000040154652C000000080998744C0,4326
96ee276ef667bf04cab604b1e8930bd2,323,1,,house of a police officier (from Rahue Third police station) on Calle Manuel Rodríguez,-40.57751,-73.12775,False,0101000020E6100000000000002D4852C0000000E0EB4944C0,4326
14ab3c9df3d2b44fbb3d8f4b8a6b8ef0,324,1,,sawmill,-40.57619,-73.11495,False,0101000020E6100000000000605B4752C0000000A0C04944C0,4326
9bb54df350f51b4380cf40a0bfbfcece,325,1,,Rahue police station,-40.57466,-73.14973,False,0101000020E610000000000020954952C0000000808E4944C0,4326
58c987a8bd2d65ac1587f40024a7230a,326,1,,"Rahue Third police station, Osorno",-40.57466,-73.14973,True,0101000020E610000000000020954952C0000000808E4944C0,4326
c3cd976ea4b65207da8467a2faf34ee1,327,1,,on the road between valdivia and Niebla,-39.848183,-73.317825,False,0101000020E610000000000040575452C00000004091EC43C0,4326
996249bb987670cafdedb82acadf06c6,328,1,,"in the area of Molco, Choshuenco, within the Panguipulli Complex",-39.835873,-72.08331,False,0101000020E610000000000000550552C0000000E0FDEA43C0,4326
f510cb5bf0f50ed3ae7852a9ab2b4736,329,1,,along the Chilean-Argentinian border in the area of Paimún,-39.73437,-71.70925,False,0101000020E61000000000006064ED51C0000000E0FFDD43C0,4326
e7b2874ccaf09b235323dba0687afe0c,330,1,,Paimún,-39.68604,-71.73524,False,0101000020E6100000000000200EEF51C000000020D0D743C0,4326
418a7d5fd99bc097da64a34849c09e1b,331,1,,Gorbea police headquarters,-39.0973,-72.671585,True,0101000020E610000000000040FB2A52C000000060748C43C0,4326
b110113befb009a3ebf7f9e954c56c4e,332,1,,on the way to Pitrufquén from Catrico,-39.065193,-72.46564,False,0101000020E610000000000000CD1D52C000000040588843C0,4326
9966fe1248b9973e344df44e631fd180,333,1,,"area of Las Cascada, Pitrufquén",-38.99389,-72.63889,False,0101000020E6100000000000A0E32852C0000000C0377F43C0,4326
36365c4050de4bb0ed4394ec5b79770a,334,1,,Pitrufquén,-38.9833,-72.64173,False,0101000020E610000000000020122952C0000000C0DC7D43C0,4326
43478708ae5f0e99011df70c2cef7e29,335,1,,Los Laureles headquarters,-38.9667,-72.2333,False,0101000020E610000000000060EE0E52C0000000E0BC7B43C0,4326
70922cd922d8fdf0a2285ffdf5767d6e,336,2,,4 kilometers east of Freire,-38.96424,-72.66675,False,0101000020E610000000000000AC2A52C0000000406C7B43C0,4326
5f4d1d9bee2ad3747ad2a4950af67ce3,337,1,,El Robel peasant cooperative,-38.9573,-72.62693,False,0101000020E6100000000000A01F2852C0000000C0887A43C0,4326
66dbd5a5ef7b121ed5c55951b69a10d9,338,2,,Cunco checkpoint,-38.93206,-72.02798,False,0101000020E610000000000060CA0152C0000000C04D7743C0,4326
170aa130b94d538f17324327b875d390,339,2,,along the beach,-38.7833,-73.4,False,0101000020E6100000000000A0995952C000000020436443C0,4326
cfaa22e398255616cb768cd791a4c2a0,339,3,,along the beach,-38.7833,-73.4,False,0101000020E6100000000000A0995952C000000020436443C0,4326
a74d2963dbbf214da630d519cf9f92b8,340,2,,"in the area of Nahuentué, at the mouth of the Imperial River",-38.748436,-73.42644,False,0101000020E6100000000000C04A5B52C0000000C0CC5F43C0,4326
f2ae2d8b0917cef38b898b3a8cc77496,341,2,,"Second Police station, Temuco",-38.74043,-72.58427,True,0101000020E6100000000000A0642552C000000060C65E43C0,4326
1d95f9f1fa920e24a18d25fb7036ee33,342,2,,Carahue substation,-38.71111,-73.16833,True,0101000020E6100000000000E0C54A52C0000000A0055B43C0,4326
c695608a11b44ca7462ade4bb40381a1,343,1,,"Campo Lindo agricultural cooperative, Capetillo home",-38.61668,-72.38339,False,0101000020E610000000000080891852C000000060EF4E43C0,4326
e139b761e63a9e6d22f109163a82f790,344,1,,Pillanlelbún checkpoint,-38.61496,-72.44956,False,0101000020E6100000000000A0C51C52C000000000B74E43C0,4326
a8372501e79111b33133df9de97f8f66,345,1,,"restaurant in the city of Lautaro, Ninth Region",-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
2c6dd703a18016d702e3a19dab3271a1,346,1,,Huincaleo community,-38.40886,-72.78212,False,0101000020E6100000000000400E3252C000000080553443C0,4326
0c8d81e41ee84bee5fbfaee117de428a,347,2,,Fundo California,-38.23265,-72.35151,False,0101000020E6100000000000207F1652C000000080C71D43C0,4326
17aa7a34c75f360dee46eca1ec4b5561,348,1,,in the city of Angol,-37.80607,-72.7038,False,0101000020E6100000000000000B2D52C0000000402DE742C0,4326
10b474e738873a41fe9fa334cd15bbeb,349,2,,warehouse under construction,-37.80607,-72.7038,False,0101000020E6100000000000000B2D52C0000000402DE742C0,4326
36740f65d091a6d9071f73231719996f,350,2,,Mulchén police station,-37.71921,-72.23705,True,0101000020E6100000000000E02B0F52C0000000200FDC42C0,4326
b8374b19713d0ab69c327cd5b08cbee6,351,1,,Second station,-37.71917,-72.237045,True,0101000020E6100000000000C02B0F52C0000000C00DDC42C0,4326
2ad2a0bafbac8f72ebe85dad44495a77,352,1,,Mulchén,-37.71788,-72.23743,False,0101000020E610000000000000320F52C000000080E3DB42C0,4326
f2372d6b66314f3d0c4732fd47a889e3,352,3,,Mulchén,-37.71788,-72.23743,False,0101000020E610000000000000320F52C000000080E3DB42C0,4326
9f90a09b04488723db3626af0e3ea68f,353,2,,Piulo Bridge over the Bío Bío river,-37.709816,-71.821815,True,0101000020E6100000000000A098F451C000000040DBDA42C0,4326
c222f635d09bf3cb67b3cc08dfe9b915,354,1,,Huinquén (now Campo Lindo) estate,-37.68755,-71.99866,False,0101000020E610000000000000EAFF51C0000000A001D842C0,4326
504329475c810dff83a97a03a9a62bfa,355,1,,Santa Bárbara,-37.67003,-72.02661,True,0101000020E610000000000000B40152C000000080C3D542C0,4326
50ab825d9dae3b226cad0643d56cd8ff,356,2,,Los Angeles police station,-37.47233,-72.35133,True,0101000020E6100000000000407C1652C00000004075BC42C0,4326
87c0a5f2773cc86099b831db357677fb,357,1,,"Quillay-Loma, within the Las Canteras estate",-37.39472,-72.00278,False,0101000020E6100000000000802D0052C00000002086B242C0,4326
eb6e3b5bcdba0cade8baf67c51f88f40,358,1,,Villa Los Canelos,-37.32861,-71.67306,False,0101000020E61000000000006013EB51C0000000E00FAA42C0,4326
a371be596263cc2f88baa02447f75434,359,2,NA Occupation: either White Collar or Blue Collar.,Shwager boarding house,-37.01667,-73.17778,False,0101000020E6100000000000C0604B52C000000040228242C0,4326
dbe05219acfd6fbd514237021e1b64f6,359,2,,Shwager boarding house,-37.01667,-73.17778,False,0101000020E6100000000000C0604B52C000000040228242C0,4326
49d36f57871e115f12eeaed142ce4868,360,1,,hotel in Concepción,-36.82014,-73.04439,False,0101000020E610000000000040D74252C000000060FA6842C0,4326
13875b7aead38be25b7fb470277700e7,361,1,,Lorenzo Arenas section of Concepción,-36.81528,-73.06972,False,0101000020E610000000000040764452C0000000205B6842C0,4326
bef82e5c8b4d37a1288f9c6a06f3b40b,362,1,,"Fourth Police station, Concepción",-36.797188,-73.06618,False,0101000020E6100000000000403C4452C0000000400A6642C0,4326
8205771145644b563eabecbe6484bb2b,363,2,,Hualpencillo police station,-36.783054,-73.10186,False,0101000020E6100000000000E0844652C0000000203B6442C0,4326
950031223c67ce47ad20975cff6f0180,364,1,,"Libertad shantytown, Concepción",-36.73306,-73.11583,False,0101000020E6100000000000C0694752C0000000E0D45D42C0,4326
586ac3defbae4a950a4707511e998097,365,3,,Pilmaiquén River Bridge,-36.66763,-71.85451,False,0101000020E610000000000040B0F651C0000000E0745542C0,4326
221bb08eb070851b4ffbd0a4861891f0,366,1,,Pilmaiquén,-36.666733,-71.850006,False,0101000020E61000000000008066F651C000000080575542C0,4326
d5a8ece55b63484a725d8343ba9ba04e,367,1,,Pilmaiquén police station,-36.666733,-71.850006,False,0101000020E61000000000008066F651C000000080575542C0,4326
fba4a2d79952b95732e6a77dc9518d7d,367,3,,Pilmaiquén police station,-36.666733,-71.850006,False,0101000020E61000000000008066F651C000000080575542C0,4326
f2b815fe93d73f5a1de1ac1e28e197fe,368,2,,Second Station,-36.60277,-72.106735,True,0101000020E6100000000000C0D40652C0000000A0274D42C0,4326
2323276fa7222c945b90119d35905893,369,1,,Chillán regiment,-36.60054,-72.08863,True,0101000020E610000000000020AC0552C000000080DE4C42C0,4326
493006088e96a00f3fac57478ab9e692,370,2,,Ñuble river ?,-36.57528,-72.21306,False,0101000020E6100000000000C0A20D52C0000000C0A24942C0,4326
c8a468dd7050dab212bc5a3d13028589,371,1,,Coelemu,-36.4833,-72.7,False,0101000020E6100000000000C0CC2C52C0000000C0DC3D42C0,4326
e3cf31bc9f67dd5559225ee75a384f56,372,1,,Catillo,-36.29144,-71.64631,False,0101000020E6100000000000205DE951C0000000E04D2542C0,4326
9662a3fb0c42387068df959d5bb07c83,373,1,,public thoroughfare in Parral,-36.13996,-71.82444,False,0101000020E6100000000000A0C3F451C000000040EA1142C0,4326
b8c4f179203379b0926623d4c2a4cdc9,374,2,,Investigative police headquarters in Cauquenes,-35.963158,-72.31384,True,0101000020E610000000000000161452C0000000C048FB41C0,4326
de0e1e33c8d3adbe0216de6cd117a8b0,375,1,,Investigative police headquarters in Cauquenes,-35.963154,-72.31384,True,0101000020E610000000000000161452C0000000A048FB41C0,4326
4afe4ccaa2014cd59e35a5cc06b6e15d,376,1,,Constitución jail,-35.3333,-72.4167,False,0101000020E610000000000040AB1A52C0000000A0A9AA41C0,4326
531a614f105a6233619d834c9c03e8d1,377,2,,office of the governorship of Constitución,-35.3333,-72.4167,False,0101000020E610000000000040AB1A52C0000000A0A9AA41C0,4326
b6489ce1cc26f729a98ef595a9e33436,378,2,,La Poza on Mutrún hill,-35.32278,-72.4125,True,0101000020E610000000000060661A52C0000000E050A941C0,4326
92309b9b5bea23a8881ddfb985a2f197,379,1,,Los Queñes,-35.00056,-70.81598,False,0101000020E61000000000000039B451C000000060128041C0,4326
394bd7a7503d976ba736d30f3be816cc,380,2,,Curicó jail,-34.979908,-71.23434,True,0101000020E610000000000060FFCE51C0000000A06D7D41C0,4326
bf32155c47317998fd18620636603995,381,1,,city of Curicó,-34.97799,-71.25288,False,0101000020E6100000000000202FD051C0000000C02E7D41C0,4326
c710be2a5e317b8948654605b8b6dcfa,382,1,,"on the Panamerican highway, outskirts of Curicó",-34.964554,-71.19397,False,0101000020E6100000000000006ACC51C000000080767B41C0,4326
bc9b66ed7a87c2e22aa54ecde25ce12a,383,2,,"El Banco prison site, Buenos Aires",-34.72358,-58.51254,True,0101000020E6100000000000E09A414DC0000000409E5C41C0,4326
7d35c696b6073c7d8f3ff7ef1c39d85a,384,3,,"El Olimpo prison, Argentina",-34.63694,-58.48639,True,0101000020E610000000000000423E4DC000000040875141C0,4326
7d8af485869807316bb0246481621e20,385,2,,Tinguiririca River,-34.61936,-70.97354,False,0101000020E6100000000000804EBE51C000000040474F41C0,4326
206ab3ea41300640dfaee6138f5ee683,386,1,,Buenos Aires airport,-34.60368,-58.38156,False,0101000020E610000000000000D7304DC000000060454D41C0,4326
6aca2af2b796c87ea6bffc97ece50c4b,387,1,,"Calle Córdova, Buenos Aires, Argentina",-34.5981,-58.410355,False,0101000020E61000000000008086344DC0000000808E4C41C0,4326
41eccf9e18a099a8cbdaf0fdf9cce972,388,2,,"Hotel Winston Palace, Buenos Aires",-34.59523,-58.393257,True,0101000020E61000000000004056324DC000000080304C41C0,4326
8e31c19ffea38f78ffc4dd4f6c3c659b,389,1,,"Calle Malabia, in Argentina",-34.59366,-58.431435,False,0101000020E61000000000004039374DC000000000FD4B41C0,4326
20d9e6868ee878a961bd8069b1fb790a,390,1,,Requegua area,-34.45028,-71.00944,False,0101000020E6100000000000A09AC051C0000000C0A23941C0,4326
75c5e531d571b5d7496deb4634ca1a24,390,2,,Requegua area,-34.45028,-71.00944,False,0101000020E6100000000000A09AC051C0000000C0A23941C0,4326
60d11ff5e4e3be4ca1fe6e935307115a,391,2,,hospital in Rancagua,-34.16482,-70.74227,True,0101000020E61000000000006081AF51C0000000E0181541C0,4326
74560feebaec4c592d9f6f3e376c63f1,392,1,,offices of the Huiticalán cooperative,-33.812572,-70.737595,False,0101000020E6100000000000C034AF51C00000006002E840C0,4326
3fb15dae835826a934067f76ba6cb04b,393,2,,Paine police checkpoint,-33.8075,-70.74139,False,0101000020E6100000000000E072AF51C0000000205CE740C0,4326
c838cceacac1db0f70ebc653f2d6a094,394,1,,Rangui agricultural cooperative,-33.80028,-70.75833,False,0101000020E61000000000008088B051C0000000A06FE640C0,4326
9d86e7775ca0316316127bc4933bd740,395,1,,Sector of Isla de Maipo station,-33.749866,-70.902824,False,0101000020E6100000000000E0C7B951C0000000A0FBDF40C0,4326
def498afbbfa78de61374318c05091f4,396,3,,near Buin,-33.73094,-70.74232,False,0101000020E61000000000002082AF51C0000000808FDD40C0,4326
9d2978a2c619add837156da4212737b5,397,1,,"Lo Gallardo, near the city of San Antonio",-33.63144,-71.594765,False,0101000020E6100000000000A010E651C000000000D3D040C0,4326
a864c04ffa2ee26bba61e0fb766841a6,398,1,,Puente Alto,-33.61861,-70.59061,False,0101000020E610000000000080CCA551C0000000A02ECF40C0,4326
f9c0b2dd86190af6f33b9d438b63d18f,399,2,,Puente Alto Regiment,-33.61861,-70.59061,False,0101000020E610000000000080CCA551C0000000A02ECF40C0,4326
77e46fd39dc77e7e0464e3f528c5f25e,400,1,,Malloco police station,-33.60489,-70.86316,False,0101000020E6100000000000003EB751C0000000006DCD40C0,4326
18535d61df4b847e3ecf23e93b484617,401,1,,Tacna Regiment,-33.596478,-70.704575,True,0101000020E6100000000000C017AD51C00000006059CC40C0,4326
adb977171f8c7814f610dcfb3ac212c1,401,2,,Tacna Regiment,-33.596478,-70.704575,True,0101000020E6100000000000C017AD51C00000006059CC40C0,4326
e4e0d2229742a19f80b5087e941ce704,402,2,,Chena Regiment in San Bernardo,-33.594036,-70.74274,False,0101000020E61000000000000089AF51C00000006009CC40C0,4326
06954256985c4157e929afc439029888,403,1,,Military polytechnical school,-33.585857,-70.70056,False,0101000020E610000000000000D6AC51C000000060FDCA40C0,4326
f775440e84a3b31bdbba06fbb68ffb17,404,1,,"on Calle John Kennedy approaching Calle Vicuña Mackenna, Santiago",-33.57559,-70.64664,False,0101000020E61000000000008062A951C0000000E0ACC940C0,4326
2d68e1f3e50076a2875ec09eaaecdb76,405,2,,Padre Hurtado neighborhood,-33.57497,-70.81499,False,0101000020E6100000000000C028B451C0000000A098C940C0,4326
6939be3cbdb0d41f5339a46b4c27ed7c,406,2,,El Bosque Air Base,-33.56199,-70.6889,True,0101000020E61000000000000017AC51C000000040EFC740C0,4326
a7264392271d56df9a0f8537e5b3509e,406,1,,El Bosque Air Base,-33.56199,-70.6889,True,0101000020E61000000000000017AC51C000000040EFC740C0,4326
ce441f7923eeddbbdfa886f81f27569f,407,1,,Villa La Cisterna No.1 shantytown,-33.55972,-70.66639,False,0101000020E610000000000020A6AA51C0000000E0A4C740C0,4326
89f6c6859a3833a8ba506a0668e13a00,408,1,,Tenth police station in La Cisterna,-33.54117,-70.66548,True,0101000020E61000000000004097AA51C00000000045C540C0,4326
dd0788f86113fe91009601856647ded7,409,3,,Alongside the Metropolitan Cemetery,-33.52694,-70.68333,True,0101000020E6100000000000A0BBAB51C0000000C072C340C0,4326
8259b91baafed0ef2e0220f7957f2844,410,3,,near Metropolitan Cemetery,-33.52694,-70.68333,False,0101000020E6100000000000A0BBAB51C0000000C072C340C0,4326
d5a127c9cb5015806d20b52cce88c89e,411,2,,at the bottom of the Maipú lagoon,-33.52535,-70.81292,False,0101000020E6100000000000E006B451C0000000A03EC340C0,4326
67bba61c3cbe06b2e9511cb10cfbf769,412,1,,La Florida district,-33.52269,-70.59871,False,0101000020E61000000000004051A651C000000080E7C240C0,4326
b0b59d35ff07eb2e7e02b426555e1835,413,1,,Calle Rivadavia No.6674 in the San Joaquín district,-33.521683,-70.640076,True,0101000020E610000000000000F7A851C000000080C6C240C0,4326
642ec95f61432bf4fad37e705fac3a36,414,1,,Tres Alamos detention site,-33.51607,-70.75135,True,0101000020E61000000000002016B051C0000000A00EC240C0,4326
750189561e0f13f3e2875069ac0e430d,415,1,,Ochagavia Bridge over Callejón Lo Ovalle,-33.51556,-70.65333,False,0101000020E610000000000020D0A951C0000000E0FDC140C0,4326
9f5d93ad73b910eb19e53b8e9c8bfdad,415,2,,Ochagavia Bridge over Callejón Lo Ovalle,-33.51556,-70.65333,False,0101000020E610000000000020D0A951C0000000E0FDC140C0,4326
43a578d853d035533171f15a1059d56a,416,4,,on the road to Lo Espejo,-33.51393,-70.69308,False,0101000020E6100000000000605BAC51C000000080C8C140C0,4326
79be071693ed19de62b0ee8dc30c45a5,416,2,,on the road to Lo Espejo,-33.51393,-70.69308,False,0101000020E6100000000000605BAC51C000000080C8C140C0,4326
8570a1948aaef32ca5db3dc40eaecb58,417,1,,Calle Varas Mena No. 417,-33.512733,-70.63299,True,0101000020E6100000000000E082A851C000000040A1C140C0,4326
5b852442409b7ee861dd3f146a209fd5,418,1,,block 800 Callejón Lo Ovalle,-33.512283,-70.66605,True,0101000020E6100000000000A0A0AA51C00000008092C140C0,4326
0c4e0006869aac8c98b1ea963c52fd6e,419,1,,Maipú,-33.51126,-70.76723,False,0101000020E6100000000000401AB151C00000000071C140C0,4326
8484bd14113c6bed38e4d584e107150e,420,1,,Maipú district,-33.51126,-70.76723,False,0101000020E6100000000000401AB151C00000000071C140C0,4326
29ee245ea3e8d2bc4bbd7b25353eacbb,421,2,,Departmental traffic circle,-33.51004,-70.59068,True,0101000020E6100000000000C0CDA551C00000000049C140C0,4326
5b8a7f17ed8e180c7cf993735821d62d,422,1,,Departmental Traffic Circle in front of the Don Camilo apartment complex,-33.5099,-70.58864,False,0101000020E610000000000040ACA551C00000006044C140C0,4326
71bad297b8b38c4ab2f998003ed85ca8,423,1,,"Avenida Departmental, Santiago",-33.503315,-70.655045,False,0101000020E610000000000040ECA951C0000000A06CC040C0,4326
6ed969a8a734c5b820d530d3170c20f9,424,1,,Gran Avenida,-33.501343,-70.65424,False,0101000020E610000000000020DFA951C0000000002CC040C0,4326
6448b187fd5da3fab7dd940d93ac7de5,425,1,,Vicuña Mackenna neighborhood,-33.50083,-70.61528,False,0101000020E6100000000000C060A751C0000000401BC040C0,4326
49e8911d14e9445c02763be7d88ff608,426,2,,Cerillos hanger,-33.495625,-70.69402,True,0101000020E6100000000000E06AAC51C0000000A070BF40C0,4326
d3ff5547bf9f78e1e883ded0bb2333c2,427,2,,"International Trade Fair of Santiago (FISA, currently Cerillos Park)",-33.49556,-70.69861,True,0101000020E610000000000000B6AC51C0000000806EBF40C0,4326
4955a614b0f93f9e5ac2bc7a8e697646,428,1,,El Pinar shantytown,-33.49278,-70.6225,False,0101000020E610000000000000D7A751C00000006013BF40C0,4326
e7d88c86f296319e1171bb05ad47343d,428,2,,El Pinar shantytown,-33.49278,-70.6225,False,0101000020E610000000000000D7A751C00000006013BF40C0,4326
ab5e56ac3c19f32b79f0e53da8757cae,429,2,,Medical Legal Institute (by the Barros Luco Hospital),-33.484123,-70.64641,True,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
ad2e84b38328b4d4f231f9fc5774b4c2,430,2,,IRT company,-33.482563,-70.621185,True,0101000020E610000000000080C1A751C0000000A0C4BD40C0,4326
be1742bc2fb8cc81a121fae90bb19f5c,430,1,,IRT company,-33.482563,-70.621185,True,0101000020E610000000000080C1A751C0000000A0C4BD40C0,4326
8076d80cc14269c8d47f510663f96878,431,1,,corner of Calle Rodrigo de Araya and Lo Plaza,-33.474476,-70.58807,True,0101000020E610000000000000A3A551C0000000A0BBBC40C0,4326
28fbae2feba50736fca211d378535636,432,2,,Macul Subofficers Training School,-33.4742,-70.60499,True,0101000020E610000000000020B8A651C0000000A0B2BC40C0,4326
438242e18368716e3af9936f13b80260,433,3,,home of Alarcon Jara,-33.47379,-70.703026,True,0101000020E610000000000060FEAC51C000000020A5BC40C0,4326
f438914bbf25812762b4290ee2afbcf2,433,2,,home of Alarcon Jara,-33.47379,-70.703026,True,0101000020E610000000000060FEAC51C000000020A5BC40C0,4326
09539bd8ad5fdad18f0bfd0007b54087,434,1,,Calle Bío Bío in Santiago,-33.47355,-70.6386,False,0101000020E6100000000000E0DEA851C0000000409DBC40C0,4326
e6044dfa644a00c3b9cbd0b073445565,435,1,,"Villa Francia, Maipú",-33.47167,-70.71222,False,0101000020E61000000000000095AD51C0000000A05FBC40C0,4326
754561def50e09f379d8b9e60d7fed8e,436,1,,Los Nogales shantytown,-33.47056,-70.69278,False,0101000020E61000000000008056AC51C0000000403BBC40C0,4326
9fb1df17268e15dee16843a941e3b886,437,1,,La Faena shantytown,-33.46861,-70.56028,False,0101000020E6100000000000A0DBA351C000000060FBBB40C0,4326
ac3887171fcdd5267c865bf3b1d083c9,438,1,,laundromat on Calle Maule,-33.46621,-70.638,False,0101000020E610000000000000D5A851C0000000C0ACBB40C0,4326
9ad0c93c3e6226c3d13d34948b41f038,439,1,,area of Las Rejas near Cinco de Abril,-33.46448,-70.704956,False,0101000020E6100000000000001EAD51C00000002074BB40C0,4326
8211acb654839d8e1be9764326b1ac20,440,1,,Calle Bascuñán,-33.463943,-70.67231,False,0101000020E61000000000002007AB51C00000008062BB40C0,4326
8f0c0e35ce4c76dea8abc668274c9db8,441,1,,"Calle Bascuñan Guerrero, Santiago",-33.463943,-70.67231,False,0101000020E61000000000002007AB51C00000008062BB40C0,4326
cb83f56ccad8a285b371f16a5e1dcbe9,442,1,,near O'Higgins park,-33.46022,-70.6574,True,0101000020E6100000000000E012AA51C000000080E8BA40C0,4326
b6706d1f9cc313dab837db64727ebd0c,443,1,,Isabel Riquelme shantytown,-33.45972,-70.70583,False,0101000020E6100000000000602CAD51C000000020D8BA40C0,4326
220cf8485ae4e29ee5507cfdd8ad8e18,444,1,,bicycle shop near the Club Hípico in Santiago,-33.457985,-70.670425,False,0101000020E610000000000040E8AA51C0000000409FBA40C0,4326
54990d61b9cc2be3b41add0248b6a9c1,445,2,,Police unit on Calle Las Perdices in La Reina district,-33.45528,-70.535,False,0101000020E6100000000000803DA251C0000000A046BA40C0,4326
a0b1c0182b3bab0ce8625b8a4c2a760d,446,1,,"Villa la Reina, Santiago",-33.45528,-70.535,False,0101000020E6100000000000803DA251C0000000A046BA40C0,4326
ede5b77fff8fd89e39aa18a6c0b68789,447,1,,"Avenida Irarrázaval, Santiago",-33.454594,-70.60136,False,0101000020E6100000000000A07CA651C00000002030BA40C0,4326
66b6c113670a23ef238d72ce429d4285,448,2,,Second Police Station,-33.454506,-70.66626,True,0101000020E610000000000000A4AA51C0000000402DBA40C0,4326
88101437641af93a754effde5a67d7d6,449,1,,near the intersection of Plaza Egaña and Avenida Larraín,-33.45338,-70.56978,False,0101000020E61000000000004077A451C00000006008BA40C0,4326
779f4d63c2717e09343bdf03cfa28a1e,450,1,,"Calle Villaseca No.185, Ñuñoa district, Santiago",-33.45206,-70.603386,True,0101000020E6100000000000E09DA651C000000020DDB940C0,4326
b81050356f245f1b884c61ecdd1dc278,451,2,,Army hospital,-33.450523,-70.538414,True,0101000020E61000000000006075A251C0000000C0AAB940C0,4326
c382326fc66dcf6f11508e3eb69c3c6d,452,1,,between two banks in Santiago,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
31c04a45f56901f6718da8fa003eed85,453,1,,central Santiago,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
a3624a78c0652d15b618f91808acec75,454,1,,Chilean Autos Company,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
8651526ef3fb2ed2058f1d34af5c9099,455,1,,In front of Muñoz's house,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
bd9a7957c3e17bb866e06475e35bcd77,456,2,,local police station,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
