location_id,location_name,latitude,longitude,exact_coordinates,geometry,srid
398,Puente Alto,-33.61861,-70.59061,False,0101000020E610000000000080CCA551C0000000A02ECF40C0,4326
399,Puente Alto Regiment,-33.61861,-70.59061,False,0101000020E610000000000080CCA551C0000000A02ECF40C0,4326
400,Malloco police station,-33.60489,-70.86316,False,0101000020E6100000000000003EB751C0000000006DCD40C0,4326
401,Tacna Regiment,-33.596478,-70.704575,True,0101000020E6100000000000C017AD51C00000006059CC40C0,4326
402,Chena Regiment in San Bernardo,-33.594036,-70.74274,False,0101000020E61000000000000089AF51C00000006009CC40C0,4326
403,Military polytechnical school,-33.585857,-70.70056,False,0101000020E610000000000000D6AC51C000000060FDCA40C0,4326
404,"on Calle John Kennedy approaching Calle Vicuña Mackenna, Santiago",-33.57559,-70.64664,False,0101000020E61000000000008062A951C0000000E0ACC940C0,4326
405,Padre Hurtado neighborhood,-33.57497,-70.81499,False,0101000020E6100000000000C028B451C0000000A098C940C0,4326
406,El Bosque Air Base,-33.56199,-70.6889,True,0101000020E61000000000000017AC51C000000040EFC740C0,4326
407,Villa La Cisterna No.1 shantytown,-33.55972,-70.66639,False,0101000020E610000000000020A6AA51C0000000E0A4C740C0,4326
408,Tenth police station in La Cisterna,-33.54117,-70.66548,True,0101000020E61000000000004097AA51C00000000045C540C0,4326
409,Alongside the Metropolitan Cemetery,-33.52694,-70.68333,True,0101000020E6100000000000A0BBAB51C0000000C072C340C0,4326
410,near Metropolitan Cemetery,-33.52694,-70.68333,False,0101000020E6100000000000A0BBAB51C0000000C072C340C0,4326
411,at the bottom of the Maipú lagoon,-33.52535,-70.81292,False,0101000020E6100000000000E006B451C0000000A03EC340C0,4326
412,La Florida district,-33.52269,-70.59871,False,0101000020E61000000000004051A651C000000080E7C240C0,4326
413,Calle Rivadavia No.6674 in the San Joaquín district,-33.521683,-70.640076,True,0101000020E610000000000000F7A851C000000080C6C240C0,4326
414,Tres Alamos detention site,-33.51607,-70.75135,True,0101000020E61000000000002016B051C0000000A00EC240C0,4326
415,Ochagavia Bridge over Callejón Lo Ovalle,-33.51556,-70.65333,False,0101000020E610000000000020D0A951C0000000E0FDC140C0,4326
416,on the road to Lo Espejo,-33.51393,-70.69308,False,0101000020E6100000000000605BAC51C000000080C8C140C0,4326
417,Calle Varas Mena No. 417,-33.512733,-70.63299,True,0101000020E6100000000000E082A851C000000040A1C140C0,4326
418,block 800 Callejón Lo Ovalle,-33.512283,-70.66605,True,0101000020E6100000000000A0A0AA51C00000008092C140C0,4326
419,Maipú,-33.51126,-70.76723,False,0101000020E6100000000000401AB151C00000000071C140C0,4326
420,Maipú district,-33.51126,-70.76723,False,0101000020E6100000000000401AB151C00000000071C140C0,4326
421,Departmental traffic circle,-33.51004,-70.59068,True,0101000020E6100000000000C0CDA551C00000000049C140C0,4326
422,Departmental Traffic Circle in front of the Don Camilo apartment complex,-33.5099,-70.58864,False,0101000020E610000000000040ACA551C00000006044C140C0,4326
423,"Avenida Departmental, Santiago",-33.503315,-70.655045,False,0101000020E610000000000040ECA951C0000000A06CC040C0,4326
424,Gran Avenida,-33.501343,-70.65424,False,0101000020E610000000000020DFA951C0000000002CC040C0,4326
425,Vicuña Mackenna neighborhood,-33.50083,-70.61528,False,0101000020E6100000000000C060A751C0000000401BC040C0,4326
426,Cerillos hanger,-33.495625,-70.69402,True,0101000020E6100000000000E06AAC51C0000000A070BF40C0,4326
427,"International Trade Fair of Santiago (FISA, currently Cerillos Park)",-33.49556,-70.69861,True,0101000020E610000000000000B6AC51C0000000806EBF40C0,4326
428,El Pinar shantytown,-33.49278,-70.6225,False,0101000020E610000000000000D7A751C00000006013BF40C0,4326
429,Medical Legal Institute (by the Barros Luco Hospital),-33.484123,-70.64641,True,0101000020E6100000000000C05EA951C0000000C0F7BD40C0,4326
430,IRT company,-33.482563,-70.621185,True,0101000020E610000000000080C1A751C0000000A0C4BD40C0,4326
431,corner of Calle Rodrigo de Araya and Lo Plaza,-33.474476,-70.58807,True,0101000020E610000000000000A3A551C0000000A0BBBC40C0,4326
432,Macul Subofficers Training School,-33.4742,-70.60499,True,0101000020E610000000000020B8A651C0000000A0B2BC40C0,4326
433,home of Alarcon Jara,-33.47379,-70.703026,True,0101000020E610000000000060FEAC51C000000020A5BC40C0,4326
434,Calle Bío Bío in Santiago,-33.47355,-70.6386,False,0101000020E6100000000000E0DEA851C0000000409DBC40C0,4326
435,"Villa Francia, Maipú",-33.47167,-70.71222,False,0101000020E61000000000000095AD51C0000000A05FBC40C0,4326
436,Los Nogales shantytown,-33.47056,-70.69278,False,0101000020E61000000000008056AC51C0000000403BBC40C0,4326
437,La Faena shantytown,-33.46861,-70.56028,False,0101000020E6100000000000A0DBA351C000000060FBBB40C0,4326
438,laundromat on Calle Maule,-33.46621,-70.638,False,0101000020E610000000000000D5A851C0000000C0ACBB40C0,4326
439,area of Las Rejas near Cinco de Abril,-33.46448,-70.704956,False,0101000020E6100000000000001EAD51C00000002074BB40C0,4326
440,Calle Bascuñán,-33.463943,-70.67231,False,0101000020E61000000000002007AB51C00000008062BB40C0,4326
441,"Calle Bascuñan Guerrero, Santiago",-33.463943,-70.67231,False,0101000020E61000000000002007AB51C00000008062BB40C0,4326
442,near O'Higgins park,-33.46022,-70.6574,True,0101000020E6100000000000E012AA51C000000080E8BA40C0,4326
443,Isabel Riquelme shantytown,-33.45972,-70.70583,False,0101000020E6100000000000602CAD51C000000020D8BA40C0,4326
444,bicycle shop near the Club Hípico in Santiago,-33.457985,-70.670425,False,0101000020E610000000000040E8AA51C0000000409FBA40C0,4326
445,Police unit on Calle Las Perdices in La Reina district,-33.45528,-70.535,False,0101000020E6100000000000803DA251C0000000A046BA40C0,4326
446,"Villa la Reina, Santiago",-33.45528,-70.535,False,0101000020E6100000000000803DA251C0000000A046BA40C0,4326
447,"Avenida Irarrázaval, Santiago",-33.454594,-70.60136,False,0101000020E6100000000000A07CA651C00000002030BA40C0,4326
448,Second Police Station,-33.454506,-70.66626,True,0101000020E610000000000000A4AA51C0000000402DBA40C0,4326
449,near the intersection of Plaza Egaña and Avenida Larraín,-33.45338,-70.56978,False,0101000020E61000000000004077A451C00000006008BA40C0,4326
450,"Calle Villaseca No.185, Ñuñoa district, Santiago",-33.45206,-70.603386,True,0101000020E6100000000000E09DA651C000000020DDB940C0,4326
451,Army hospital,-33.450523,-70.538414,True,0101000020E61000000000006075A251C0000000C0AAB940C0,4326
452,between two banks in Santiago,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
453,central Santiago,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
454,Chilean Autos Company,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
455,In front of Muñoz's house,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
456,local police station,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
457,Local Prison,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
458,Metropolitan Region,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
459,on a bench on the sidewalk,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
460,On route to Nobis factory,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
461,on the street,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
462,on way to hospital,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
463,Pacheco's home,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
464,Peugeot Car Dealership,-33.44889,-70.66927,False,0101000020E610000000000060D5AA51C00000004075B940C0,4326
465,Calle San Isidoro Police station,-33.44841,-70.643524,True,0101000020E6100000000000802FA951C00000008065B940C0,4326
466,San Pedro estate of Las Barrancas near the west end of the Américo Vespucio beltway,-33.44222,-70.75389,False,0101000020E6100000000000C03FB051C0000000A09AB840C0,4326
467,"near the Plaza del Pedro de valdivia , Santiago",-33.439396,-70.60726,False,0101000020E610000000000060DDA651C0000000203EB840C0,4326
468,Capuchin Church Santiago,-33.438786,-70.66941,True,0101000020E6100000000000A0D7AA51C0000000202AB840C0,4326
469,near Hotel São Paulo,-33.438717,-70.64824,True,0101000020E6100000000000C07CA951C0000000E027B840C0,4326
470,Office of the governorship in Santiago,-33.43788,-70.65049,True,0101000020E6100000000000A0A1A951C0000000800CB840C0,4326
471,4000 block of Avenida San Pablo,-33.43768,-70.68968,True,0101000020E6100000000000C023AC51C0000000E005B840C0,4326
472,corner of Pedro de valdivia and Andacollo,-33.43755,-70.60771,False,0101000020E6100000000000C0E4A651C0000000A001B840C0,4326
473,Neurosurgery Institute,-33.43641,-70.62253,True,0101000020E610000000000080D7A751C000000040DCB740C0,4326
474,Central Headquarters of the Investigative Police,-33.433235,-70.65699,True,0101000020E6100000000000200CAA51C00000004074B740C0,4326
475,Corner of Calle Balmaceda and Calle Almirante Barroso,-33.43099,-70.66318,True,0101000020E61000000000008071AA51C0000000A02AB740C0,4326
476,"Mapocho River, northern bank, near the Manuel Rodriguez Bridge",-33.43012,-70.66051,False,0101000020E6100000000000C045AA51C0000000200EB740C0,4326
477,"Calle Janaqueo No.5707, Santiago",-33.430103,-70.71431,True,0101000020E610000000000040B7AD51C0000000A00DB740C0,4326
478,"Ninth Station, Santiago",-33.42716,-70.65107,True,0101000020E610000000000020ABA951C000000020ADB640C0,4326
479,Sports club located in the Cerro Navia area,-33.42417,-70.72,False,0101000020E61000000000008014AE51C0000000404BB640C0,4326
480,"Lo Amor shantytown, Santiago",-33.42389,-70.71611,False,0101000020E6100000000000C0D4AD51C00000000042B640C0,4326
481,José Joaquin Hospital,-33.42046,-70.6532,True,0101000020E610000000000000CEA951C0000000A0D1B540C0,4326
482,as he was leaving the headquarters of the federation on Calle Maruri,-33.41925,-70.65879,False,0101000020E6100000000000A029AA51C000000000AAB540C0,4326
483,Lot 29 of the General Cemetery,-33.414597,-70.64911,True,0101000020E6100000000000008BA951C00000008011B540C0,4326
484,"Mapocho River, area of El Resbalón Bridge",-33.412556,-70.746864,False,0101000020E6100000000000A0CCAF51C0000000A0CEB440C0,4326
485,in a stream near the road to La Herradura,-33.41237,-70.6067,False,0101000020E610000000000020D4A651C000000080C8B440C0,4326
486,Fifth Police station,-33.40688,-70.65692,True,0101000020E6100000000000000BAA51C0000000A014B440C0,4326
487,Ministry of Defense,-33.406845,-70.65692,True,0101000020E6100000000000000BAA51C00000008013B440C0,4326
488,Renca,-33.40636,-70.728,False,0101000020E61000000000008097AE51C0000000A003B440C0,4326
489,Quinta Bella shantytown,-33.40222,-70.63639,False,0101000020E6100000000000A0BAA851C0000000007CB340C0,4326
490,"Villa Brasil, Santiago",-33.39472,-70.66333,False,0101000020E61000000000000074AA51C00000002086B240C0,4326
491,Tenth Station in Algarrobo,-33.36528,-71.66889,False,0101000020E610000000000020CFEA51C000000080C1AE40C0,4326
492,Quilicura district,-33.35767,-70.72927,False,0101000020E610000000000060ACAE51C000000020C8AD40C0,4326
493,Sigdo Koppers,-33.32194,-70.72139,False,0101000020E6100000000000402BAE51C00000006035A940C0,4326
494,Kilometer 18 of the General San Martín highway,-33.288322,-70.70115,False,0101000020E6100000000000A0DFAC51C0000000C0E7A440C0,4326
495,Pesant community in Lampa,-33.28271,-70.87933,False,0101000020E61000000000000047B851C0000000E02FA440C0,4326
496,"Monedónico shantytown, Valparaíso",-33.05389,-71.63972,False,0101000020E610000000000020F1E851C0000000E0E58640C0,4326
497,"provincial capital building, Valparaíso",-33.047714,-71.61997,True,0101000020E6100000000000A0ADE751C0000000801B8640C0,4326
498,"""Maipo"" cargo ship",-33.031612,-71.62106,False,0101000020E610000000000080BFE751C0000000E00B8440C0,4326
499,Naval War Academy,-33.02108,-71.63784,True,0101000020E610000000000060D2E851C0000000C0B28240C0,4326
500,Limache,-33.009537,-71.25959,False,0101000020E6100000000000209DD051C000000080388140C0,4326
501,Avenida Valparaíso and Calle Yungay in Quillota,-32.884724,-71.25853,False,0101000020E6100000000000C08BD051C0000000A03E7140C0,4326
502,Military unit in Quillota,-32.88083,-71.24695,True,0101000020E610000000000000CECF51C000000000BF7040C0,4326
503,Military prosecutor's office in Quillota,-32.88063,-71.24705,True,0101000020E6100000000000A0CFCF51C000000080B87040C0,4326
504,detention center in San Felipe,-32.75582,-70.72749,True,0101000020E6100000000000408FAE51C0000000C0BE6040C0,4326
505,city of San Felipe,-32.75,-70.72081,False,0101000020E6100000000000C021AE51C000000000006040C0,4326
506,Illapel police station,-31.631699,-71.167305,True,0101000020E610000000000020B5CA51C000000000B7A13FC0,4326
507,Ovalle,-30.6043,-71.19699,False,0101000020E6100000000000809BCC51C000000060B39A3EC0,4326
508,area of Gualliguaica in a rural area of Vicuña,-30.0042,-70.8167,False,0101000020E6100000000000E044B451C00000004013013EC0,4326
509,MANESA tire plant,-29.959,-71.33892,False,0101000020E6100000000000E0B0D551C00000000081F53DC0,4326
510,La Serena Regiment,-29.908155,-71.2494,True,0101000020E610000000000020F6CF51C0000000E07CE83DC0,4326
511,Governor's office in Antofagasta,-23.646692,-70.39769,False,0101000020E6100000000000C0739951C0000000A08DA537C0,4326
512,Investigative police headquarters in Antofagasta,-23.645067,-70.397354,True,0101000020E6100000000000406E9951C00000002023A537C0,4326
513,Pedro de valdivia ,-22.597204,-69.66615,False,0101000020E610000000000040A26A51C000000060E29836C0,4326
514,María Elena,-22.345034,-69.660706,False,0101000020E610000000000000496A51C000000020545836C0,4326
515,Chuquicamata copper mine,-22.30914,-68.91888,True,0101000020E6100000000000E0CE3A51C0000000C0234F36C0,4326
516,Paredes' home,-22.0858,-70.19301,False,0101000020E6100000000000405A8C51C000000000F71536C0,4326
517,"public thoroughfare, Avenida Costanera, Tocopilla",-22.0858,-70.19301,False,0101000020E6100000000000405A8C51C000000000F71536C0,4326
518,public thoroughfare in Tocopilla,-22.0858,-70.19301,False,0101000020E6100000000000405A8C51C000000000F71536C0,4326
519,Arica,-18.47825,-70.3126,False,0101000020E6100000000000A0019451C0000000A06E7A32C0,4326
520,Putre,-18.197014,-69.55973,False,0101000020E6100000000000A0D26351C0000000806F3232C0,4326
521,Washington D.C,38.90719,-77.03687,False,0101000020E6100000000000205C4253C0000000C01E744340,4326
522,Dawson Island,-54.05927,-70.66495,False,0101000020E6100000000000808EAA51C00000002096074BC0,4326
523,Porvenir hospital,-53.2984,-70.35859,True,0101000020E610000000000020F39651C00000000032A64AC0,4326
524,on the way to a store in Punta Arenas,-53.16383,-70.91707,False,0101000020E610000000000040B1BA51C000000060F8944AC0,4326
525,outskirts of Punta Arenas,-53.16383,-70.91707,False,0101000020E610000000000040B1BA51C000000060F8944AC0,4326
526,Armed Forces Hospital in Punta Arenas,-53.149727,-70.8972,True,0101000020E6100000000000C06BB951C0000000402A934AC0,4326
527,a house in Cerro Sombrero used as an interrogation and detention center,-52.76468,-69.28623,False,0101000020E6100000000000A0515251C000000000E1614AC0,4326
528,repair shop of the National Petroleum Company in Cerro Sombrero,-52.76468,-69.28623,False,0101000020E6100000000000A0515251C000000000E1614AC0,4326
529,near the Hotel Céntrico in Comodoro Rivadiva,-45.86561,-67.48224,False,0101000020E610000000000000DDDE50C000000040CCEE46C0,4326
530,area of Valle Simpson,-45.71103,-72.07695,False,0101000020E6100000000000C0EC0452C00000000003DB46C0,4326
531,Coyhaique Regiment,-45.564842,-72.06696,True,0101000020E610000000000020490452C0000000C04CC846C0,4326
532,on the road between Coyhaique and Puerto Aysén,-45.460728,-72.372826,False,0101000020E610000000000060DC1752C000000020F9BA46C0,4326
533,electrical post near the dock of Puerto Cisnes,-44.72889,-72.68083,False,0101000020E6100000000000C0922B52C0000000404C5D46C0,4326
534,small boat in Puerto Cisnes,-44.72889,-72.68083,False,0101000020E6100000000000C0922B52C0000000404C5D46C0,4326
535,Puyuhuapi,-44.32529,-72.55946,False,0101000020E610000000000040CE2352C000000020A32946C0,4326
536,La Junta village,-43.971565,-72.40299,False,0101000020E6100000000000A0CA1952C0000000405CFC45C0,4326
537,Alto Palena,-43.87164,-71.82472,False,0101000020E610000000000040C8F451C0000000E091EF45C0,4326
538,house of a private citizen across the Palena River,-43.87164,-71.82472,False,0101000020E610000000000040C8F451C0000000E091EF45C0,4326
539,"area of Lago Yunge, Alto Palena, Chiloé",-43.617176,-71.803,False,0101000020E61000000000006064F351C0000000A0FFCE45C0,4326
540,Alto Palena,-43.61669,-71.8,False,0101000020E61000000000004033F351C0000000C0EFCE45C0,4326
541,Alto Palena police checkpoint,-43.61669,-71.8,False,0101000020E61000000000004033F351C0000000C0EFCE45C0,4326
542,Arrayán,-43.33996,-72.0232,False,0101000020E6100000000000207C0152C0000000C083AB45C0,4326
543,Lake Yelcho,-43.30222,-72.31139,True,0101000020E6100000000000E0ED1352C000000020AFA645C0,4326
544,on route towards Futalelfú checkpoint,-43.183304,-71.8667,False,0101000020E61000000000000078F751C000000080769745C0,4326
545,Quellón police station,-43.11694,-73.62167,True,0101000020E610000000000080C96752C0000000E0F78E45C0,4326
546,Castro hospital,-42.47673,-73.76857,True,0101000020E610000000000040307152C000000080053D45C0,4326
547,"Calle Chorrillos, Castro",-42.4753,-73.76823,False,0101000020E6100000000000A02A7152C0000000A0D63C45C0,4326
548,Quenac checkpoint,-42.46018,-73.33699,False,0101000020E610000000000040915552C000000020E73A45C0,4326
549,"Meulín Island, Chiloé",-41.8675,-73.8277,False,0101000020E610000000000000F97452C0000000400AEF44C0,4326
550,Puerto Montt jail,-41.46222,-73.00306,False,0101000020E610000000000020324052C0000000002ABB44C0,4326
551,Investigative police garrison at Puerto Mott,-41.45714,-72.9285,True,0101000020E6100000000000806C3B52C0000000A083BA44C0,4326
552,Chin-Chin prison,-41.42444,-72.95843,False,0101000020E6100000000000E0563D52C00000000054B644C0,4326
553,"El Encino peasant cooperative in Nochaco, Puerto Octay",-40.93743,-72.8768,False,0101000020E6100000000000801D3852C0000000C0FD7744C0,4326
554,Río Negro police station,-40.79925,-73.21805,True,0101000020E610000000000080F44D52C0000000E04D6644C0,4326
555,father in-law's house in Rio Negro,-40.7833,-73.2333,False,0101000020E610000000000060EE4E52C000000020436444C0,4326
556,Entre Lagos police station,-40.68599,-72.60416,True,0101000020E610000000000080AA2652C000000080CE5744C0,4326
557,Chiscaihue rural cooperative,-40.63063,-72.66598,False,0101000020E6100000000000609F2A52C000000080B85044C0,4326
558,Damas River,-40.6176,-73.073326,False,0101000020E610000000000060B14452C0000000800D4F44C0,4326
559,between Osorno and Bahía Mansa,-40.614155,-73.42259,False,0101000020E6100000000000C00B5B52C0000000A09C4E44C0,4326
560,Osorno hospital,-40.587906,-73.12728,True,0101000020E610000000000060254852C000000080404B44C0,4326
561,near his house,-40.585114,-73.12939,False,0101000020E6100000000000E0474852C000000000E54A44C0,4326
562,"Arauco Regiment, Osorno",-40.58064,-73.13627,True,0101000020E6100000000000A0B84852C000000060524A44C0,4326
563,"Rahue Alto, Osorno",-40.58056,-73.17194,False,0101000020E610000000000020014B52C0000000C04F4A44C0,4326
564,Osorno jail,-40.57918,-73.126945,True,0101000020E6100000000000E01F4852C0000000A0224A44C0,4326
565,house of local small farmers,-40.57619,-73.11495,False,0101000020E6100000000000605B4752C0000000A0C04944C0,4326
566,near the manor house of the Santa Margarita estate,-40.57619,-73.11495,False,0101000020E6100000000000605B4752C0000000A0C04944C0,4326
567,Osorno fairgrounds,-40.575752,-73.11374,False,0101000020E610000000000080474752C000000040B24944C0,4326
568,Lynch Junction in Osorno,-40.575405,-73.117226,False,0101000020E6100000000000A0804752C0000000E0A64944C0,4326
569,near the Osorno Penitentiary,-40.560635,-73.1554,False,0101000020E610000000000020F24952C0000000E0C24744C0,4326
570,"Quilacahui, Osorno (Tenth Region)",-40.56056,-73.16917,False,0101000020E6100000000000A0D34A52C000000060C04744C0,4326
571,El Cobre estate in Chahuilco,-40.55955,-73.17084,False,0101000020E610000000000000EF4A52C0000000609F4744C0,4326
572,Nilahue River,-40.31222,-72.15696,False,0101000020E6100000000000A00B0A52C0000000E0F62744C0,4326
573,arriving at hospital la Union,-40.284428,-73.07613,False,0101000020E610000000000060DF4452C000000020682444C0,4326
574,Quebrada Honda,-39.882572,-71.918724,False,0101000020E610000000000060CCFA51C000000020F8F043C0,4326
575,Choshuenco,-39.83403,-72.08254,False,0101000020E610000000000060480552C000000080C1EA43C0,4326
576,Cazadores Regiment in valdivia,-39.82847,-73.23011,False,0101000020E610000000000020BA4E52C0000000400BEA43C0,4326
577,"area of Escuela México, valdivia",-39.81757,-73.232574,False,0101000020E610000000000080E24E52C000000020A6E843C0,4326
578,along the road to Valdivia,-39.81738,-73.24253,False,0101000020E6100000000000A0854F52C0000000E09FE843C0,4326
579,valdivia fairgrounds,-39.81738,-73.24253,False,0101000020E6100000000000A0854F52C0000000E09FE843C0,4326
580,"Neltume, Tenth Region",-39.79995,-71.94998,False,0101000020E610000000000080CCFC51C0000000C064E643C0,4326
581,"Panguipulli Lumber and Forestry Complex, Huellelhue",-39.78723,-73.11595,False,0101000020E6100000000000C06B4752C000000000C4E443C0,4326
582,Carranco,-39.760353,-71.81828,False,0101000020E6100000000000C05EF451C00000004053E143C0,4326
583,Panguipulli,-39.64363,-72.33649,False,0101000020E610000000000000891552C00000008062D243C0,4326
584,Panguipulli Lumber and Forestry Complex,-39.64363,-72.33649,False,0101000020E610000000000000891552C00000008062D243C0,4326
585,"area of Maiquillahue, San José de la Mariquina",-39.54028,-72.96565,False,0101000020E610000000000040CD3D52C0000000E027C543C0,4326
586,Loncoleche factory,-39.37617,-72.63277,False,0101000020E6100000000000407F2852C00000006026B043C0,4326
587,Curarrehue,-39.36165,-71.58903,False,0101000020E6100000000000A0B2E551C0000000804AAE43C0,4326
588,"Puente Basa, municipality of Curarrehue",-39.33389,-71.52806,True,0101000020E6100000000000C0CBE151C0000000E0BCAA43C0,4326
589,Villarica,-39.28201,-72.23078,False,0101000020E610000000000020C50E52C0000000E018A443C0,4326
590,Villarrica,-39.28201,-72.23078,False,0101000020E610000000000020C50E52C0000000E018A443C0,4326
591,Toltén police headquarters,-39.24806,-73.21972,False,0101000020E6100000000000E00F4E52C000000060C09F43C0,4326
592,Toltén police headquarters,-39.20297,-73.20807,False,0101000020E610000000000000514D52C0000000E0FA9943C0,4326
593,Allipén,-38.98954,-72.49234,False,0101000020E610000000000080821F52C000000040A97E43C0,4326
594,town square in Pitrufquén,-38.986473,-72.637276,True,0101000020E610000000000020C92852C0000000C0447E43C0,4326
595,Pitrufquén,-38.986458,-72.644165,True,0101000020E6100000000000003A2952C000000040447E43C0,4326
596,a sawmill on the Los Laureles estate,-38.957745,-72.23054,False,0101000020E610000000000020C10E52C000000060977A43C0,4326
597,Cipolletti police station,-38.94614,-68.09888,False,0101000020E610000000000000540651C0000000201B7943C0,4326
598,"public thoroughfare in the city of Cipolletti in the province of Neuquén, Argentina",-38.93877,-67.99549,False,0101000020E610000000000020B6FF50C0000000A0297843C0,4326
599,Cunco,-38.93206,-72.02798,False,0101000020E610000000000060CA0152C0000000C04D7743C0,4326
600,Cunco hospital,-38.93206,-72.02798,False,0101000020E610000000000060CA0152C0000000C04D7743C0,4326
601,Cunco police headquarters,-38.93206,-72.02798,False,0101000020E610000000000060CA0152C0000000C04D7743C0,4326
602,Llaima checkpoint,-38.88685,-71.75133,False,0101000020E6100000000000C015F051C000000040847143C0,4326
603,Melipeuco,-38.85231,-71.69294,False,0101000020E61000000000002059EC51C000000080186D43C0,4326
604,at the mouth of the Imperial River,-38.789543,-73.40755,False,0101000020E610000000000040155A52C0000000C00F6543C0,4326
605,local police headquarters,-38.785,-73.39722,True,0101000020E6100000000000006C5952C0000000E07A6443C0,4326
606,"Maquehua Air Base, in Temuco",-38.77013,-72.63831,True,0101000020E610000000000020DA2852C0000000A0936243C0,4326
607,Maquehua air force base,-38.77013,-72.63831,True,0101000020E610000000000020DA2852C0000000A0936243C0,4326
608,Police station in Padre Las Casas,-38.758232,-72.59316,True,0101000020E610000000000060F62552C0000000C00D6143C0,4326
609,"on route to the Tucapel Regiment, Temuco",-38.74369,-72.59227,False,0101000020E6100000000000C0E72552C000000040315F43C0,4326
610,"on route to the Tucapel Regiment, Temuco",-38.74365,-72.59228,False,0101000020E6100000000000E0E72552C0000000E02F5F43C0,4326
611,"Tucapel Regiment, Temuco",-38.74365,-72.59228,True,0101000020E6100000000000E0E72552C0000000E02F5F43C0,4326
612,Nueva Imperial police station,-38.743332,-72.95,False,0101000020E6100000000000C0CC3C52C000000080255F43C0,4326
613,Second police station,-38.740486,-72.584305,True,0101000020E610000000000040652552C000000040C85E43C0,4326
614,Second police station in Temuco,-38.740486,-72.584305,True,0101000020E610000000000040652552C000000040C85E43C0,4326
615,Temuco police headquarters,-38.73777,-72.593094,False,0101000020E610000000000040F52552C0000000406F5E43C0,4326
616,Boarding house in Temuco,-38.7359,-72.59037,False,0101000020E6100000000000A0C82552C000000000325E43C0,4326
617,downtown Temuco,-38.7359,-72.59037,False,0101000020E6100000000000A0C82552C000000000325E43C0,4326
618,hotel in Temuco,-38.7359,-72.59037,False,0101000020E6100000000000A0C82552C000000000325E43C0,4326
619,in front of the post office in Temuco,-38.7359,-72.59037,False,0101000020E6100000000000A0C82552C000000000325E43C0,4326
620,outskirts of Temuco,-38.7359,-72.59037,False,0101000020E6100000000000A0C82552C000000000325E43C0,4326
621,property registry office in Temuco,-38.7359,-72.59037,False,0101000020E6100000000000A0C82552C000000000325E43C0,4326
622,Investigative police headquarters,-38.732273,-72.585724,True,0101000020E6100000000000807C2552C000000020BB5D43C0,4326
623,"Bahía Blanca, Argentina",-38.71832,-62.26635,False,0101000020E6100000000000C017224FC0000000E0F15B43C0,4326
624,estate in the area of Nilahue,-38.710453,-72.63441,False,0101000020E6100000000000209A2852C000000020F05A43C0,4326
625,Tribunal in Carahue,-38.70886,-73.16788,False,0101000020E610000000000080BE4A52C0000000E0BB5A43C0,4326
626,Warehouse of the ECA in Carahue,-38.70886,-73.16788,False,0101000020E610000000000080BE4A52C0000000E0BB5A43C0,4326
627,Campo Lindo agricultural cooperative,-38.54028,-72.44278,False,0101000020E610000000000080561C52C0000000E0274543C0,4326
628,8 kilometers away from the Panco indian reservation,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
629,DINA custody,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
630,Juan Catalán community in Lautaro,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
631,Lautaro bakery,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
632,Lautaro livestock fair,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
633,Manuel Levinao reservation,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
634,Panco indian reservation,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
635,square in Lautaro,-38.50843,-72.45413,False,0101000020E610000000000080101D52C000000040144143C0,4326
636,hill of Muco Alto,-38.50306,-72.34152,False,0101000020E610000000000080DB1552C000000040644043C0,4326
637,on a bus from Curacautín to Lautaro,-38.485565,-72.146095,False,0101000020E6100000000000A0590952C000000000273E43C0,4326
638,Loquimay train station,-38.454193,-71.36978,False,0101000020E610000000000080AAD751C000000000233A43C0,4326
639,Police substation in Lonquimay,-38.45313,-71.37075,True,0101000020E610000000000060BAD751C000000020003A43C0,4326
640,on the street in Curacautín,-38.4402,-71.88767,False,0101000020E6100000000000A0CFF851C000000080583843C0,4326
